case,cost,type,skin,rarity,wear,ST,price,min_val,max_val,odds,site,update,return,return_p
Restricted,2.0,AWP,Atheris,4,fn,1,34.75,99776,99813,0.038,https://skin.club/en/cases/open/restricted,6 days ago,32.75,1637.5
Restricted,2.0,AWP,Atheris,4,ft,0,3.13,88415,88849,0.435,https://skin.club/en/cases/open/restricted,6 days ago,1.13,56.5
Restricted,2.0,Dual Berettas,Hemoglobin,4,fn,0,8.14,96795,96960,0.166,https://skin.club/en/cases/open/restricted,6 days ago,6.140000000000001,307.0
Restricted,2.0,Dual Berettas,Hemoglobin,4,fn,1,24.16,99639,99693,0.055,https://skin.club/en/cases/open/restricted,6 days ago,22.16,1108.0
Restricted,2.0,P90,Blind Spot,4,fn,0,11.11,98382,98502,0.121,https://skin.club/en/cases/open/restricted,6 days ago,9.11,455.5
Restricted,2.0,P90,Blind Spot,4,fn,1,16.79,99435,99514,0.08,https://skin.club/en/cases/open/restricted,6 days ago,14.79,739.5
Restricted,2.0,Five-SeveN,Copper Galaxy,4,fn,0,6.6,95462,95666,0.205,https://skin.club/en/cases/open/restricted,6 days ago,4.6,230.0
Restricted,2.0,Five-SeveN,Copper Galaxy,4,fn,1,20.36,99515,99579,0.065,https://skin.club/en/cases/open/restricted,6 days ago,18.36,918.0
Restricted,2.0,AUG,Arctic Wolf,4,fn,1,22.43,99580,99638,0.059,https://skin.club/en/cases/open/restricted,6 days ago,20.43,1021.5
Restricted,2.0,AUG,Arctic Wolf,4,ft,0,1.59,73846,74701,0.856,https://skin.club/en/cases/open/restricted,6 days ago,-0.4099999999999999,-20.5
Restricted,2.0,Tec-9,Avalanche,4,fn,1,14.03,99253,99347,0.095,https://skin.club/en/cases/open/restricted,6 days ago,12.03,601.5
Restricted,2.0,Tec-9,Avalanche,4,mw,0,2.54,84099,84635,0.537,https://skin.club/en/cases/open/restricted,6 days ago,0.54,27.0
Restricted,2.0,M4A4,Evil Daimyo,4,fn,1,13.98,99157,99252,0.096,https://skin.club/en/cases/open/restricted,6 days ago,11.98,599.0
Restricted,2.0,M4A4,Evil Daimyo,4,mw,0,2.36,82392,82969,0.578,https://skin.club/en/cases/open/restricted,6 days ago,0.3599999999999999,18.0
Restricted,2.0,Desert Eagle,Light Rail,4,fn,1,15.38,99348,99434,0.087,https://skin.club/en/cases/open/restricted,6 days ago,13.38,669.0
Restricted,2.0,Desert Eagle,Light Rail,4,ft,0,0.6,22033,24225,2.193,https://skin.club/en/cases/open/restricted,6 days ago,-1.4,-70.0
Restricted,2.0,FAMAS,Pulse,4,fn,1,13.79,99060,99156,0.097,https://skin.club/en/cases/open/restricted,6 days ago,11.79,589.5
Restricted,2.0,SG 553,Pulse,4,mw,1,9.9,97856,97991,0.136,https://skin.club/en/cases/open/restricted,6 days ago,7.9,395.0
Restricted,2.0,SG 553,Pulse,4,ww,0,2.83,85640,86120,0.481,https://skin.club/en/cases/open/restricted,6 days ago,0.8300000000000001,41.5
Restricted,2.0,M4A1-S,Flashback,4,fn,1,12.67,98851,98956,0.106,https://skin.club/en/cases/open/restricted,6 days ago,10.67,533.5
Restricted,2.0,Desert Eagle,Trigger Discipline,4,fn,1,11.42,98622,98738,0.117,https://skin.club/en/cases/open/restricted,6 days ago,9.42,471.0
Restricted,2.0,Desert Eagle,Trigger Discipline,4,ft,0,0.7,30221,32118,1.898,https://skin.club/en/cases/open/restricted,6 days ago,-1.3,-65.0
Restricted,2.0,AWP,PAW,4,fn,1,11.93,98739,98850,0.112,https://skin.club/en/cases/open/restricted,6 days ago,9.93,496.5
Restricted,2.0,P250,Inferno,4,fn,1,3.98,90704,91044,0.341,https://skin.club/en/cases/open/restricted,6 days ago,1.98,99.0
Restricted,2.0,P250,Inferno,4,mw,0,1.04,58923,60220,1.298,https://skin.club/en/cases/open/restricted,6 days ago,-0.96,-48.0
Restricted,2.0,P250,Inferno,4,mw,1,2.33,81807,82391,0.585,https://skin.club/en/cases/open/restricted,6 days ago,0.33000000000000007,16.5
Restricted,2.0,P250,Inferno,4,ft,0,0.67,26291,28269,1.979,https://skin.club/en/cases/open/restricted,6 days ago,-1.33,-66.5
Restricted,2.0,P250,Inferno,4,ft,1,1.18,65083,66229,1.147,https://skin.club/en/cases/open/restricted,6 days ago,-0.8200000000000001,-41.0
Restricted,2.0,P250,Inferno,4,ww,0,0.64,24226,26290,2.065,https://skin.club/en/cases/open/restricted,6 days ago,-1.3599999999999999,-68.0
Restricted,2.0,P250,Inferno,4,bs,0,0.6,19838,22032,2.195,https://skin.club/en/cases/open/restricted,6 days ago,-1.4,-70.0
Restricted,2.0,P250,Inferno,4,bs,1,1.12,62727,63934,1.208,https://skin.club/en/cases/open/restricted,6 days ago,-0.8799999999999999,-43.99999999999999
Restricted,2.0,AUG,Torque,4,fn,0,11.31,98503,98621,0.119,https://skin.club/en/cases/open/restricted,6 days ago,9.31,465.5
Restricted,2.0,USP-S,Cyrex,4,fn,1,10.67,98256,98381,0.126,https://skin.club/en/cases/open/restricted,6 days ago,8.67,433.5
Restricted,2.0,AWP,Exoskeleton,4,ft,0,3.82,89993,90348,0.356,https://skin.club/en/cases/open/restricted,6 days ago,1.8199999999999998,91.0
Restricted,2.0,AWP,Exoskeleton,4,ft,1,6.8,95667,95865,0.199,https://skin.club/en/cases/open/restricted,6 days ago,4.8,240.0
Restricted,2.0,MAG-7,Heat,4,fn,1,9.28,97567,97711,0.145,https://skin.club/en/cases/open/restricted,6 days ago,7.279999999999999,363.99999999999994
Restricted,2.0,MAG-7,Heat,4,mw,0,1.18,63935,65082,1.148,https://skin.club/en/cases/open/restricted,6 days ago,-0.8200000000000001,-41.0
Restricted,2.0,P250,Wingshot,4,fn,1,10.37,98126,98255,0.13,https://skin.club/en/cases/open/restricted,6 days ago,8.37,418.5
Restricted,2.0,Nova,Toy Soldier,4,fn,1,9.15,97274,97420,0.147,https://skin.club/en/cases/open/restricted,6 days ago,7.15,357.5
Restricted,2.0,Nova,Toy Soldier,4,ft,0,0.72,33992,35839,1.848,https://skin.club/en/cases/open/restricted,6 days ago,-1.28,-64.0
Restricted,2.0,Five-SeveN,Case Hardened,4,ft,0,9.36,97712,97855,0.144,https://skin.club/en/cases/open/restricted,6 days ago,7.359999999999999,368.0
Restricted,2.0,Glock-18,Grinder,4,fn,0,1.97,78570,79261,0.692,https://skin.club/en/cases/open/restricted,6 days ago,-0.030000000000000027,-1.5
Restricted,2.0,Glock-18,Grinder,4,fn,1,7.27,96253,96438,0.186,https://skin.club/en/cases/open/restricted,6 days ago,5.27,263.5
Restricted,2.0,CZ75-Auto,Syndicate,4,fn,0,9.23,97421,97566,0.146,https://skin.club/en/cases/open/restricted,6 days ago,7.23,361.5
Restricted,2.0,Galil AR,Stone Cold,4,mw,1,7.34,96439,96622,0.184,https://skin.club/en/cases/open/restricted,6 days ago,5.34,267.0
Restricted,2.0,Galil AR,Stone Cold,4,ft,0,1.5,71182,72088,0.907,https://skin.club/en/cases/open/restricted,6 days ago,-0.5,-25.0
Restricted,2.0,Dual Berettas,Royal Consorts,4,fn,1,8.77,97121,97273,0.153,https://skin.club/en/cases/open/restricted,6 days ago,6.77,338.5
Restricted,2.0,Desert Eagle,Naga,4,mw,0,2.12,79918,80560,0.643,https://skin.club/en/cases/open/restricted,6 days ago,0.1200000000000001,6.0
Restricted,2.0,Desert Eagle,Naga,4,mw,1,6.3,95039,95253,0.215,https://skin.club/en/cases/open/restricted,6 days ago,4.3,215.0
Restricted,2.0,Desert Eagle,Crimson Web,4,ft,0,8.4,96961,97120,0.16,https://skin.club/en/cases/open/restricted,6 days ago,6.4,320.0
Restricted,2.0,SSG 08,Ghost Crusader,4,fn,0,3.41,88850,89248,0.399,https://skin.club/en/cases/open/restricted,6 days ago,1.4100000000000001,70.5
Restricted,2.0,SSG 08,Ghost Crusader,4,mw,1,4.62,91366,91659,0.294,https://skin.club/en/cases/open/restricted,6 days ago,2.62,131.0
Restricted,2.0,USP-S,Ticket to Hell,4,fn,1,6.98,96060,96252,0.193,https://skin.club/en/cases/open/restricted,6 days ago,4.98,249.0
Restricted,2.0,USP-S,Ticket to Hell,4,mw,0,0.86,44390,45949,1.56,https://skin.club/en/cases/open/restricted,6 days ago,-1.1400000000000001,-57.0
Restricted,2.0,Sawed-Off,Serenity,4,fn,0,3.08,87534,87975,0.442,https://skin.club/en/cases/open/restricted,6 days ago,1.08,54.0
Restricted,2.0,Sawed-Off,Serenity,4,mw,1,4.64,91660,91951,0.292,https://skin.club/en/cases/open/restricted,6 days ago,2.6399999999999997,131.99999999999997
Restricted,2.0,Sawed-Off,Apocalypto,4,fn,0,2.08,79262,79917,0.656,https://skin.club/en/cases/open/restricted,6 days ago,0.08000000000000007,4.0
Restricted,2.0,Sawed-Off,Apocalypto,4,fn,1,5.38,93867,94118,0.252,https://skin.club/en/cases/open/restricted,6 days ago,3.38,169.0
Restricted,2.0,AWP,Phobos,4,fn,1,6.19,94821,95038,0.218,https://skin.club/en/cases/open/restricted,6 days ago,4.19,209.5
Restricted,2.0,AWP,Phobos,4,ft,0,1.12,61519,62726,1.208,https://skin.club/en/cases/open/restricted,6 days ago,-0.8799999999999999,-43.99999999999999
Restricted,2.0,P90,Chopper,4,fn,0,1.95,77871,78569,0.699,https://skin.club/en/cases/open/restricted,6 days ago,-0.050000000000000044,-2.5
Restricted,2.0,P90,Chopper,4,fn,1,5.18,93605,93866,0.262,https://skin.club/en/cases/open/restricted,6 days ago,3.1799999999999997,159.0
Restricted,2.0,XM1014,Teclu Burner,4,fn,1,5.99,94595,94820,0.226,https://skin.club/en/cases/open/restricted,6 days ago,3.99,199.5
Restricted,2.0,XM1014,Teclu Burner,4,ft,0,1.04,60221,61518,1.298,https://skin.club/en/cases/open/restricted,6 days ago,-0.96,-48.0
Restricted,2.0,P90,Death Grip,4,ft,0,6.97,95866,96059,0.194,https://skin.club/en/cases/open/restricted,6 days ago,4.97,248.5
Restricted,2.0,Desert Eagle,Directive,4,mw,1,6.49,95254,95461,0.208,https://skin.club/en/cases/open/restricted,6 days ago,4.49,224.5
Restricted,2.0,Desert Eagle,Directive,4,ft,0,0.38,3403,6720,3.318,https://skin.club/en/cases/open/restricted,6 days ago,-1.62,-81.0
Restricted,2.0,M4A4,Griffin,4,mw,0,2.12,80561,81203,0.643,https://skin.club/en/cases/open/restricted,6 days ago,0.1200000000000001,6.0
Restricted,2.0,M4A4,Griffin,4,ft,1,4.23,91045,91365,0.321,https://skin.club/en/cases/open/restricted,6 days ago,2.2300000000000004,111.50000000000003
Restricted,2.0,FAMAS,Neural Net,4,fn,1,4.94,92792,93065,0.274,https://skin.club/en/cases/open/restricted,6 days ago,2.9400000000000004,147.00000000000003
Restricted,2.0,FAMAS,Neural Net,4,ft,0,0.83,42776,44389,1.614,https://skin.club/en/cases/open/restricted,6 days ago,-1.17,-58.5
Restricted,2.0,AK-47,Safety Net,4,fn,0,5.75,94360,94594,0.235,https://skin.club/en/cases/open/restricted,6 days ago,3.75,187.5
Restricted,2.0,MP7,Fade,4,fn,0,5.61,94119,94359,0.241,https://skin.club/en/cases/open/restricted,6 days ago,3.6100000000000003,180.5
Restricted,2.0,Sawed-Off,Limelight,4,fn,1,4.98,93066,93337,0.272,https://skin.club/en/cases/open/restricted,6 days ago,2.9800000000000004,149.00000000000003
Restricted,2.0,Sawed-Off,Limelight,4,ft,0,0.57,17536,19837,2.302,https://skin.club/en/cases/open/restricted,6 days ago,-1.4300000000000002,-71.5
Restricted,2.0,CZ75-Auto,Pole Position,4,fn,1,5.07,93338,93604,0.267,https://skin.club/en/cases/open/restricted,6 days ago,3.0700000000000003,153.5
Restricted,2.0,CZ75-Auto,Pole Position,4,ft,0,0.44,6721,9634,2.914,https://skin.club/en/cases/open/restricted,6 days ago,-1.56,-78.0
Restricted,2.0,Tec-9,Re-Entry,4,fn,0,1.74,76319,77101,0.783,https://skin.club/en/cases/open/restricted,6 days ago,-0.26,-13.0
Restricted,2.0,Tec-9,Re-Entry,4,fn,1,3.75,89630,89992,0.363,https://skin.club/en/cases/open/restricted,6 days ago,1.75,87.5
Restricted,2.0,Glock-18,Nuclear Garden,4,fn,0,4.93,92517,92791,0.275,https://skin.club/en/cases/open/restricted,6 days ago,2.9299999999999997,146.5
Restricted,2.0,PP-Bizon,Fuel Rod,4,mw,0,1.31,66230,67266,1.037,https://skin.club/en/cases/open/restricted,6 days ago,-0.69,-34.5
Restricted,2.0,PP-Bizon,Fuel Rod,4,mw,1,3.57,89249,89629,0.381,https://skin.club/en/cases/open/restricted,6 days ago,1.5699999999999998,78.5
Restricted,2.0,P90,Vent Rush,4,fn,1,4.83,92236,92516,0.281,https://skin.club/en/cases/open/restricted,6 days ago,2.83,141.5
Restricted,2.0,FAMAS,Styx,4,mw,0,4.77,91952,92235,0.284,https://skin.club/en/cases/open/restricted,6 days ago,2.7699999999999996,138.49999999999997
Restricted,2.0,CZ75-Auto,Tacticat,4,fn,1,3.83,90349,90703,0.355,https://skin.club/en/cases/open/restricted,6 days ago,1.83,91.5
Restricted,2.0,CZ75-Auto,Tacticat,4,mw,0,0.75,35840,37617,1.778,https://skin.club/en/cases/open/restricted,6 days ago,-1.25,-62.5
Restricted,2.0,UMP-45,Scaffold,4,fn,0,3.1,87976,88414,0.439,https://skin.club/en/cases/open/restricted,6 days ago,1.1,55.0
Restricted,2.0,UMP-45,Scaffold,4,ww,0,1.33,67267,68287,1.021,https://skin.club/en/cases/open/restricted,6 days ago,-0.6699999999999999,-33.5
Restricted,2.0,PP-Bizon,Osiris,4,fn,0,1.77,77102,77870,0.769,https://skin.club/en/cases/open/restricted,6 days ago,-0.22999999999999998,-11.5
Restricted,2.0,PP-Bizon,Osiris,4,mw,1,2.64,84636,85151,0.516,https://skin.club/en/cases/open/restricted,6 days ago,0.6400000000000001,32.0
Restricted,2.0,MAC-10,Malachite,4,fn,0,2.89,86592,87062,0.471,https://skin.club/en/cases/open/restricted,6 days ago,0.8900000000000001,44.5
Restricted,2.0,MAC-10,Malachite,4,ft,0,1.52,72089,72983,0.895,https://skin.club/en/cases/open/restricted,6 days ago,-0.48,-24.0
Restricted,2.0,Galil AR,Firefight,4,mw,1,2.46,83545,84098,0.554,https://skin.club/en/cases/open/restricted,6 days ago,0.45999999999999996,23.0
Restricted,2.0,Galil AR,Firefight,4,ft,0,0.68,28270,30220,1.951,https://skin.club/en/cases/open/restricted,6 days ago,-1.3199999999999998,-66.0
Restricted,2.0,MAG-7,Praetorian,4,mw,0,2.89,87063,87533,0.471,https://skin.club/en/cases/open/restricted,6 days ago,0.8900000000000001,44.5
Restricted,2.0,MAC-10,Heat,4,ft,0,2.89,86121,86591,0.471,https://skin.club/en/cases/open/restricted,6 days ago,0.8900000000000001,44.5
Restricted,2.0,Five-SeveN,Boost Protocol,4,mw,0,2.79,85152,85639,0.488,https://skin.club/en/cases/open/restricted,6 days ago,0.79,39.5
Restricted,2.0,Dual Berettas,Urban Shock,4,mw,0,2.37,82970,83544,0.575,https://skin.club/en/cases/open/restricted,6 days ago,0.3700000000000001,18.5
Restricted,2.0,P2000,Acid Etched,4,fn,0,2.26,81204,81806,0.603,https://skin.club/en/cases/open/restricted,6 days ago,0.2599999999999998,12.999999999999986
Restricted,2.0,CZ75-Auto,Eco,4,mw,0,1.71,75522,76318,0.797,https://skin.club/en/cases/open/restricted,6 days ago,-0.29000000000000004,-14.5
Restricted,2.0,MP7,Powercore,4,mw,0,1.66,74702,75521,0.82,https://skin.club/en/cases/open/restricted,6 days ago,-0.3400000000000001,-17.0
Restricted,2.0,AWP,Worm God,4,mw,0,1.58,72984,73845,0.862,https://skin.club/en/cases/open/restricted,6 days ago,-0.41999999999999993,-21.0
Restricted,2.0,MP5-SD,Gauss,4,mw,1,1.47,70257,71181,0.925,https://skin.club/en/cases/open/restricted,6 days ago,-0.53,-26.5
Restricted,2.0,UMP-45,Exposure,4,fn,0,1.38,68288,69272,0.985,https://skin.club/en/cases/open/restricted,6 days ago,-0.6200000000000001,-31.0
Restricted,2.0,UMP-45,Arctic Wolf,4,fn,0,1.38,69273,70256,0.984,https://skin.club/en/cases/open/restricted,6 days ago,-0.6200000000000001,-31.0
Restricted,2.0,MP5-SD,Agent,4,mw,0,1.01,57587,58922,1.336,https://skin.club/en/cases/open/restricted,6 days ago,-0.99,-49.5
Restricted,2.0,CZ75-Auto,Red Astor,4,mw,0,1.0,56238,57586,1.349,https://skin.club/en/cases/open/restricted,6 days ago,-1.0,-50.0
Restricted,2.0,Five-SeveN,Retrobution,4,ft,0,0.97,54849,56237,1.389,https://skin.club/en/cases/open/restricted,6 days ago,-1.03,-51.5
Restricted,2.0,SG 553,Darkwing,4,mw,0,0.94,53417,54848,1.432,https://skin.club/en/cases/open/restricted,6 days ago,-1.06,-53.0
Restricted,2.0,XM1014,Black Tie,4,mw,0,0.91,51940,53416,1.477,https://skin.club/en/cases/open/restricted,6 days ago,-1.0899999999999999,-54.5
Restricted,2.0,Glock-18,Moonrise,4,mw,0,0.9,50447,51939,1.493,https://skin.club/en/cases/open/restricted,6 days ago,-1.1,-55.0
Restricted,2.0,MP5-SD,Kitbash,4,mw,0,0.9,47460,48953,1.494,https://skin.club/en/cases/open/restricted,6 days ago,-1.1,-55.0
Restricted,2.0,MAG-7,BI83 Spectrum,4,ft,0,0.9,48954,50446,1.493,https://skin.club/en/cases/open/restricted,6 days ago,-1.1,-55.0
Restricted,2.0,Galil AR,Connexion,4,mw,0,0.89,45950,47459,1.51,https://skin.club/en/cases/open/restricted,6 days ago,-1.1099999999999999,-55.5
Restricted,2.0,PP-Bizon,Space Cat,4,mw,0,0.79,41085,42775,1.691,https://skin.club/en/cases/open/restricted,6 days ago,-1.21,-60.5
Restricted,2.0,P250,Nevermore,4,mw,0,0.77,37618,39351,1.734,https://skin.club/en/cases/open/restricted,6 days ago,-1.23,-61.5
Restricted,2.0,G3SG1,Dream Glade,4,mw,0,0.77,39352,41084,1.733,https://skin.club/en/cases/open/restricted,6 days ago,-1.23,-61.5
Restricted,2.0,CZ75-Auto,Tigris,4,ft,0,0.71,32119,33991,1.873,https://skin.club/en/cases/open/restricted,6 days ago,-1.29,-64.5
Restricted,2.0,Dual Berettas,Flora Carnivora,4,ft,0,0.57,15232,17535,2.304,https://skin.club/en/cases/open/restricted,6 days ago,-1.4300000000000002,-71.5
Restricted,2.0,SG 553,Phantom,4,ww,0,0.46,9635,12434,2.8,https://skin.club/en/cases/open/restricted,6 days ago,-1.54,-77.0
Restricted,2.0,SCAR-20,Enforcer,4,ft,0,0.46,12435,15231,2.797,https://skin.club/en/cases/open/restricted,6 days ago,-1.54,-77.0
Restricted,2.0,M4A1-S,Nitro,4,ft,0,0.37,1,3402,3.402,https://skin.club/en/cases/open/restricted,6 days ago,-1.63,-81.5
Classified  Case,3.0,M4A1-S,Master Piece,5,ft,0,151.45,99982,100000,0.019,https://skin.club/en/cases/open/classified,6 days ago,148.45,4948.333333333333
Classified  Case,3.0,AK-47,Redline,5,mw,0,149.21,99963,99981,0.019,https://skin.club/en/cases/open/classified,6 days ago,146.21,4873.666666666667
Classified  Case,3.0,AWP,Redline,5,mw,0,75.86,99870,99907,0.038,https://skin.club/en/cases/open/classified,6 days ago,72.86,2428.6666666666665
Classified  Case,3.0,AWP,Redline,5,ft,0,42.53,99578,99646,0.069,https://skin.club/en/cases/open/classified,6 days ago,39.53,1317.6666666666667
Classified  Case,3.0,M4A1-S,Nightmare,5,fn,1,99.55,99908,99936,0.029,https://skin.club/en/cases/open/classified,6 days ago,96.55,3218.333333333333
Classified  Case,3.0,M4A1-S,Nightmare,5,mw,0,17.81,98278,98446,0.169,https://skin.club/en/cases/open/classified,6 days ago,14.809999999999999,493.66666666666663
Classified  Case,3.0,AWP,BOOM,5,mw,0,113.6,99937,99962,0.026,https://skin.club/en/cases/open/classified,6 days ago,110.6,3686.6666666666665
Classified  Case,3.0,M4A4,Hellfire,5,fn,0,57.88,99819,99869,0.051,https://skin.club/en/cases/open/classified,6 days ago,54.88,1829.3333333333333
Classified  Case,3.0,USP-S,Serum,5,fn,0,55.14,99766,99818,0.053,https://skin.club/en/cases/open/classified,6 days ago,52.14,1738.0
Classified  Case,3.0,USP-S,Orion,5,mw,0,53.05,99711,99765,0.055,https://skin.club/en/cases/open/classified,6 days ago,50.05,1668.3333333333333
Classified  Case,3.0,Galil AR,Sugar Rush,5,mw,0,45.76,99647,99710,0.064,https://skin.club/en/cases/open/classified,6 days ago,42.76,1425.3333333333333
Classified  Case,3.0,MAC-10,Propaganda,5,ft,0,36.93,99498,99577,0.08,https://skin.club/en/cases/open/classified,6 days ago,33.93,1131.0
Classified  Case,3.0,Galil AR,Eco,5,mw,0,33.14,99409,99497,0.089,https://skin.club/en/cases/open/classified,6 days ago,30.14,1004.6666666666667
Classified  Case,3.0,USP-S,Monster Mashup,5,ft,0,26.68,99297,99408,0.112,https://skin.club/en/cases/open/classified,6 days ago,23.68,789.3333333333333
Classified  Case,3.0,M4A4,Cyber Security,5,ft,0,26.0,99182,99296,0.115,https://skin.club/en/cases/open/classified,6 days ago,23.0,766.6666666666666
Classified  Case,3.0,AK-47,Ice Coaled,5,fn,0,19.55,98767,98920,0.154,https://skin.club/en/cases/open/classified,6 days ago,16.55,551.6666666666666
Classified  Case,3.0,AK-47,Ice Coaled,5,ft,0,6.28,94259,94770,0.512,https://skin.club/en/cases/open/classified,6 days ago,3.2800000000000002,109.33333333333331
Classified  Case,3.0,Tec-9,Decimator,5,mw,0,24.16,99058,99181,0.124,https://skin.club/en/cases/open/classified,6 days ago,21.16,705.3333333333333
Classified  Case,3.0,MP5-SD,Phosphor,5,fn,1,19.47,98613,98766,0.154,https://skin.club/en/cases/open/classified,6 days ago,16.47,548.9999999999999
Classified  Case,3.0,MP5-SD,Phosphor,5,bs,0,3.09,78550,79704,1.155,https://skin.club/en/cases/open/classified,6 days ago,0.08999999999999986,3.0
Classified  Case,3.0,Desert Eagle,Kumicho Dragon,5,mw,0,21.89,98921,99057,0.137,https://skin.club/en/cases/open/classified,6 days ago,18.89,629.6666666666667
Classified  Case,3.0,MAC-10,Toybox,5,fn,0,18.14,98447,98612,0.166,https://skin.club/en/cases/open/classified,6 days ago,15.14,504.66666666666674
Classified  Case,3.0,MAC-10,Toybox,5,ww,0,3.2,83065,84164,1.1,https://skin.club/en/cases/open/classified,6 days ago,0.20000000000000018,6.666666666666671
Classified  Case,3.0,AUG,Syd Mead,5,fn,1,16.42,98094,98277,0.184,https://skin.club/en/cases/open/classified,6 days ago,13.420000000000002,447.33333333333337
Classified  Case,3.0,AUG,Syd Mead,5,ft,0,1.77,52549,54845,2.297,https://skin.club/en/cases/open/classified,6 days ago,-1.23,-41.0
Classified  Case,3.0,CZ75-Auto,Xiangliu,5,fn,0,12.62,97852,98093,0.242,https://skin.club/en/cases/open/classified,6 days ago,9.62,320.66666666666663
Classified  Case,3.0,AK-47,Frontside Misty,5,ft,0,12.4,97605,97851,0.247,https://skin.club/en/cases/open/classified,6 days ago,9.4,313.33333333333337
Classified  Case,3.0,Desert Eagle,Mecha Industries,5,mw,1,12.25,97354,97604,0.251,https://skin.club/en/cases/open/classified,6 days ago,9.25,308.3333333333333
Classified  Case,3.0,AWP,Fever Dream,5,ft,0,10.78,97067,97353,0.287,https://skin.club/en/cases/open/classified,6 days ago,7.779999999999999,259.3333333333333
Classified  Case,3.0,M4A1-S,Decimator,5,ft,0,10.2,96763,97066,0.304,https://skin.club/en/cases/open/classified,6 days ago,7.199999999999999,240.0
